x,y,z,,,,,,,,,,cnt dist,cnt dist allocation,date and time,,date,time,long,lat
19.91471695,11.1536558,0.025,,,,,,,,,,22.82542418,,,,,,,
7.506208488,3.575145706,0.025,,,,,,,,,,8.314134513,,,,,,,
24.18462027,15.92214638,0.025,,,,,,,,,,28.9553208,,,,,,,
0.183888999,15.8839101,0.025,,,,,,,,,,15.88497452,,,,,,,
13.16064835,3.385697577,0.025,,,,,,,,,,13.58917264,,,,,,,
4.009879488,18.64092982,0.025,,,,,,,,,,19.06733851,,,,,,,
21.55865632,17.31694294,0.025,,,,,,,,,,27.65234484,,,,,,,
11.04760702,14.53943518,0.025,,,,,,,,,,18.26047087,,,,,,,
6.193322544,6.554327094,0.025,,,,,,,,,,9.017563296,,,,,,,
1.42323596,12.71290602,0.025,,,,,,,,,,12.79232504,,,,,,,
7.433284538,0.690150299,0.025,,,,,,,,,,7.465254614,,,,,,,
9.525403102,18.74645777,0.025,,,,,,,,,,21.02767184,,,,,,,
23.98585803,20.09902229,0.025,,,,,,,,,,31.29364284,,,,,,,
11.62503704,23.68872353,0.025,,,,,,,,,,26.38744226,,,,,,,
2.036849122,10.71547072,0.025,,,,,,,,,,10.90734005,,,,,,,
20.07408093,17.4200124,0.025,,,,,,,,,,26.57866734,,,,,,,
21.14628708,10.71921937,0.025,,,,,,,,,,23.70795481,,,,,,,
3.585576217,1.959672496,0.025,,,,,,,,,,4.086156274,,,,,,,
11.46459534,2.833548069,0.025,,,,,,,,,,11.80956989,,,,,,,
9.871262012,18.67346239,0.025,,,,,,,,,,21.12202669,,,,,,,
11.95181267,11.85009816,0.025,,,,,,,,,,16.83064623,,,,,,,
22.61245017,0.957648121,0.025,,,,,,,,,,22.63271951,,,,,,,
22.76189514,24.96887808,0.025,,,,,,,,,,33.78681315,,,,,,,
15.46283917,0.259106533,0.025,,,,,,,,,,15.46500991,,,,,,,
23.77984464,22.63505084,0.025,,,,,,,,,,32.83026862,,,,,,,
3.638955779,3.943251747,0.025,,,,,,,,,,5.365746313,,,,,,,
22.79745994,0.359596216,0.025,,,,,,,,,,22.80029581,,,,,,,
22.55560723,24.38928324,0.025,,,,,,,,,,33.22036355,,,,,,,
22.73233011,10.02184331,0.025,,,,,,,,,,24.84343325,,,,,,,
2.986426258,20.3152647,0.025,,,,,,,,,,20.53359982,,,,,,,
20.47722947,7.764681295,0.025,,,,,,,,,,21.89993612,,,,,,,
13.34133362,7.86167528,0.025,,,,,,,,,,15.48538411,,,,,,,
10.83980818,12.80731731,0.025,,,,,,,,,,16.77882052,,,,,,,
17.92196659,22.27547386,0.025,,,,,,,,,,28.59009657,,,,,,,
8.149745294,21.48723302,0.025,,,,,,,,,,22.9808514,,,,,,,
11.3213375,15.70772594,0.025,,,,,,,,,,19.36247239,,,,,,,
14.41889837,7.786105353,0.025,,,,,,,,,,16.38682602,,,,,,,
10.66186971,6.184900915,0.025,,,,,,,,,,12.32592654,,,,,,,
23.42170953,21.10824871,0.025,,,,,,,,,,31.52990075,,,,,,,
2.187055239,5.682743407,0.025,,,,,,,,,,6.089070803,,,,,,,
15.17735405,10.33966038,0.025,,,,,,,,,,18.3646577,,,,,,,
17.54691324,6.008890621,0.025,,,,,,,,,,18.54726209,,,,,,,
1.424109987,5.720341774,0.025,,,,,,,,,,5.894946927,,,,,,,
12.9753996,4.368003753,0.025,,,,,,,,,,13.69088937,,,,,,,
20.42087772,14.8593156,0.025,,,,,,,,,,25.25493035,,,,,,,
14.89019834,0.810658133,0.025,,,,,,,,,,14.9122491,,,,,,,
11.29332872,9.385870829,0.025,,,,,,,,,,14.68447632,,,,,,,
24.3196898,19.18687172,0.025,,,,,,,,,,30.97714251,,,,,,,
16.71831926,11.92205834,0.025,,,,,,,,,,20.53381781,,,,,,,
12.30179504,18.25228028,0.025,,,,,,,,,,22.01090404,,,,,,,
3.422659279,0.635432965,0.025,,,,,,,,,,3.481145156,,,,,,,
3.474649674,24.63678538,0.025,,,,,,,,,,24.88060257,,,,,,,
0.069270728,4.76834308,0.025,,,,,,,,,,4.768846209,,,,,,,
24.54031553,5.616992828,0.025,,,,,,,,,,25.1749418,,,,,,,
18.87228643,11.5964446,0.025,,,,,,,,,,22.15041133,,,,,,,
12.61297924,16.8462252,0.025,,,,,,,,,,21.04477486,,,,,,,
0.572878283,12.97705806,0.025,,,,,,,,,,12.98969689,,,,,,,
16.81174612,17.17020567,0.025,,,,,,,,,,24.03020537,,,,,,,
16.10902712,0.130995941,0.025,,,,,,,,,,16.10955973,,,,,,,
20.75998925,16.22885493,0.025,,,,,,,,,,26.35057658,,,,,,,
6.852994379,14.01324976,0.025,,,,,,,,,,15.59918911,,,,,,,
21.39570918,4.87593715,0.025,,,,,,,,,,21.94427339,,,,,,,
19.34498218,10.69343323,0.025,,,,,,,,,,22.10379718,,,,,,,
5.342330941,19.18211271,0.025,,,,,,,,,,19.91215578,,,,,,,
18.61182883,5.534917523,0.025,,,,,,,,,,19.41740158,,,,,,,
3.562958444,9.42706498,0.025,,,,,,,,,,10.07790787,,,,,,,
16.86410059,19.99441342,0.025,,,,,,,,,,26.15672871,,,,,,,
5.190641545,22.93333908,0.025,,,,,,,,,,23.51341746,,,,,,,
7.612949698,20.87135119,0.025,,,,,,,,,,22.21644219,,,,,,,
17.65129511,11.9507827,0.025,,,,,,,,,,21.31641213,,,,,,,
3.995841259,5.06505313,0.025,,,,,,,,,,6.45147352,,,,,,,
3.668787019,18.23297298,0.025,,,,,,,,,,18.59842203,,,,,,,
18.85764876,5.268309802,0.025,,,,,,,,,,19.57973455,,,,,,,
15.95546777,14.92818257,0.025,,,,,,,,,,21.8501164,,,,,,,
23.632711,10.63903476,0.025,,,,,,,,,,25.91706175,,,,,,,
20.88179006,4.806250421,0.025,,,,,,,,,,21.42776702,,,,,,,
2.002591095,22.61577507,0.025,,,,,,,,,,22.70426509,,,,,,,
12.35290665,3.304028549,0.025,,,,,,,,,,12.78713835,,,,,,,
12.6980425,6.538738796,0.025,,,,,,,,,,14.28269542,,,,,,,
19.68879599,2.66459692,0.025,,,,,,,,,,19.86828539,,,,,,,
14.31012781,1.121133365,0.025,,,,,,,,,,14.35397847,,,,,,,
13.19759946,18.50193858,0.025,,,,,,,,,,22.72660033,,,,,,,
5.415430208,18.97990123,0.025,,,,,,,,,,19.73736394,,,,,,,
21.43499169,0.631970345,0.025,,,,,,,,,,21.4443059,,,,,,,
22.07356235,24.86240714,0.025,,,,,,,,,,33.24727724,,,,,,,
10.0805118,18.96867328,0.025,,,,,,,,,,21.48085855,,,,,,,
6.602171681,0.249154117,0.025,,,,,,,,,,6.606871323,,,,,,,
7.517166132,24.84568769,0.025,,,,,,,,,,25.95796571,,,,,,,
18.22127194,12.91721957,0.025,,,,,,,,,,22.33538252,,,,,,,
9.371898588,19.25806313,0.025,,,,,,,,,,21.41741065,,,,,,,
10.0466481,17.43270048,0.025,,,,,,,,,,20.12049165,,,,,,,
22.41041506,5.982892686,0.025,,,,,,,,,,23.19529496,,,,,,,
7.552418282,22.07571271,0.025,,,,,,,,,,23.33186906,,,,,,,
3.458867245,7.253611578,0.025,,,,,,,,,,8.036083843,,,,,,,
11.43400454,11.10292768,0.025,,,,,,,,,,15.93773707,,,,,,,
8.642470529,16.87429012,0.025,,,,,,,,,,18.95874373,,,,,,,
7.869142183,15.67139005,0.025,,,,,,,,,,17.53613027,,,,,,,
19.61143547,11.42414251,0.025,,,,,,,,,,22.69624271,,,,,,,
10.82453767,22.73279972,0.025,,,,,,,,,,25.17837959,,,,,,,
12.6175152,12.45139062,0.025,,,,,,,,,,17.72678251,,,,,,,
14.33180679,23.56906439,0.025,,,,,,,,,,27.58444275,,,,,,,
21.19848481,6.290978559,0.025,,,,,,,,,,22.11226288,,,,,,,
23.72090721,15.60841756,0.025,,,,,,,,,,28.39549502,,,,,,,
0.085674462,1.219733698,0.025,,,,,,,,,,1.222738896,,,,,,,
24.64782694,2.118782945,0.025,,,,,,,,,,24.73872701,,,,,,,
24.79010311,21.08406368,0.025,,,,,,,,,,32.54361617,,,,,,,
0.433374449,20.3184254,0.025,,,,,,,,,,20.32304662,,,,,,,
6.393629845,20.06723799,0.025,,,,,,,,,,21.06116196,,,,,,,
23.19622482,22.39924918,0.025,,,,,,,,,,32.24579367,,,,,,,
10.46445064,17.0866225,0.025,,,,,,,,,,20.03640177,,,,,,,
4.751109947,24.08153311,0.025,,,,,,,,,,24.54573859,,,,,,,
4.476854514,0.043189992,0.025,,,,,,,,,,4.477062845,,,,,,,
3.675777814,0.664751544,0.025,,,,,,,,,,3.735403211,,,,,,,
3.463437292,24.68755581,0.025,,,,,,,,,,24.92931627,,,,,,,
19.86445878,12.67699808,0.025,,,,,,,,,,23.56486798,,,,,,,
19.44621192,10.16207172,0.025,,,,,,,,,,21.94135046,,,,,,,
8.045499085,4.315115503,0.025,,,,,,,,,,9.129637305,,,,,,,
10.24034354,24.2382938,0.025,,,,,,,,,,26.31272548,,,,,,,
9.812749676,0.142264758,0.025,,,,,,,,,,9.813780895,,,,,,,
15.90765315,9.37727546,0.025,,,,,,,,,,18.46582583,,,,,,,
6.300827003,19.82139195,0.025,,,,,,,,,,20.79874996,,,,,,,
8.256923413,17.43422189,0.025,,,,,,,,,,19.29064222,,,,,,,
7.38221986,13.60303459,0.025,,,,,,,,,,15.47707079,,,,,,,
22.20966086,4.609611059,0.025,,,,,,,,,,22.68297929,,,,,,,
11.15293048,23.04670764,0.025,,,,,,,,,,25.60348787,,,,,,,
17.06134274,5.705143334,0.025,,,,,,,,,,17.98994377,,,,,,,
23.4620473,8.575702746,0.025,,,,,,,,,,24.98019898,,,,,,,
8.548820908,3.614943021,0.025,,,,,,,,,,9.281710616,,,,,,,
17.21243295,6.334900862,0.025,,,,,,,,,,18.34117818,,,,,,,
10.6162279,9.298053042,0.025,,,,,,,,,,14.11233805,,,,,,,
15.79116567,17.68291507,0.025,,,,,,,,,,23.70751776,,,,,,,
4.248517855,3.736169973,0.025,,,,,,,,,,5.657638203,,,,,,,
4.598836039,11.57097797,0.025,,,,,,,,,,12.4513784,,,,,,,
4.037769262,8.561016028,0.025,,,,,,,,,,9.465441144,,,,,,,
20.00830614,10.66597896,0.025,,,,,,,,,,22.67367244,,,,,,,
12.74033236,7.423677145,0.025,,,,,,,,,,14.74540779,,,,,,,
15.83685032,3.118782502,0.025,,,,,,,,,,16.14102327,,,,,,,
23.70747935,16.12714101,0.025,,,,,,,,,,28.67279642,,,,,,,
14.14155281,11.71664594,0.025,,,,,,,,,,18.36473,,,,,,,
21.24924721,18.77802601,0.025,,,,,,,,,,28.35744643,,,,,,,
1.458722554,24.72840355,0.025,,,,,,,,,,24.77139103,,,,,,,
2.403796837,0.055259171,0.025,,,,,,,,,,2.40443191,,,,,,,
10.56881654,2.687721905,0.025,,,,,,,,,,10.90521582,,,,,,,
7.115597025,1.525917028,0.025,,,,,,,,,,7.277372039,,,,,,,
9.464514831,4.704856501,0.025,,,,,,,,,,10.56942362,,,,,,,
19.88252919,12.19752348,0.025,,,,,,,,,,23.3258343,,,,,,,
16.1058005,8.766412561,0.025,,,,,,,,,,18.33703353,,,,,,,
9.561686432,11.744726,0.025,,,,,,,,,,15.14478248,,,,,,,
19.36025333,13.81918991,0.025,,,,,,,,,,23.78632841,,,,,,,
6.137967005,22.77548099,0.025,,,,,,,,,,23.58807269,,,,,,,
13.91017289,9.409080417,0.025,,,,,,,,,,16.79356139,,,,,,,
12.91765899,0.777426886,0.025,,,,,,,,,,12.94103189,,,,,,,
15.18248093,0.115315748,0.025,,,,,,,,,,15.18291886,,,,,,,
15.88915463,24.40777615,0.025,,,,,,,,,,29.12395528,,,,,,,
17.71152175,19.43671875,0.025,,,,,,,,,,26.29608409,,,,,,,
3.769609959,9.23499814,0.025,,,,,,,,,,9.974725555,,,,,,,
11.92532486,11.22197092,0.025,,,,,,,,,,16.37516425,,,,,,,
10.2272708,6.722300555,0.025,,,,,,,,,,12.23872513,,,,,,,
0.821796974,7.282773326,0.025,,,,,,,,,,7.328992945,,,,,,,
24.82204009,7.260724213,0.025,,,,,,,,,,25.86216909,,,,,,,
2.734572855,16.82602636,0.025,,,,,,,,,,17.04679007,,,,,,,
3.590174947,2.080065911,0.025,,,,,,,,,,4.14922045,,,,,,,
4.791893473,19.1944298,0.025,,,,,,,,,,19.78353807,,,,,,,
0.575746565,9.820244884,0.025,,,,,,,,,,9.837107994,,,,,,,
24.84214316,10.49982273,0.025,,,,,,,,,,26.9699528,,,,,,,
1.772960012,3.815099676,0.025,,,,,,,,,,4.206943397,,,,,,,
16.2947319,10.0664213,0.025,,,,,,,,,,19.15335808,,,,,,,
0.07388972,21.58689467,0.025,,,,,,,,,,21.58702112,,,,,,,
24.76262186,20.63657245,0.025,,,,,,,,,,32.2343848,,,,,,,
0.993217667,1.75833604,0.025,,,,,,,,,,2.019462048,,,,,,,
23.43130155,12.23912403,0.025,,,,,,,,,,26.43524256,,,,,,,
11.16587615,21.92585973,0.025,,,,,,,,,,24.60528632,,,,,,,
8.209034752,13.68910676,0.025,,,,,,,,,,15.9618262,,,,,,,
3.56983207,2.352506862,0.025,,,,,,,,,,4.275276546,,,,,,,
9.650100276,14.28855232,0.025,,,,,,,,,,17.24201736,,,,,,,
21.85314839,23.77839046,0.025,,,,,,,,,,32.29507621,,,,,,,
13.1961699,8.4854181,0.025,,,,,,,,,,15.68888844,,,,,,,
7.792572943,16.71991515,0.025,,,,,,,,,,18.44667329,,,,,,,
